,Name,shd,train_time,seed,epoch,Runtime,Hostname,d,model,State,Notes,User,Tags,Created,Sweep,adapt_to_n,batch_size,model_kwargs.dim_hidden,model_kwargs.num_layers,model_kwargs.power_iteration_n_steps,n,number_of_samples,p,s,stage1_kwargs.alpha,stage1_kwargs.batch_size,stage1_kwargs.beta,stage1_kwargs.gamma_increment,stage1_kwargs.learning_rate,stage1_kwargs.mask_threshold,stage1_kwargs.n_epochs,stage1_kwargs.n_epochs_check,stage2_kwargs.alpha,stage2_kwargs.batch_size,stage2_kwargs.beta,stage2_kwargs.dag_penalty_flavor,stage2_kwargs.freeze_gamma_at_dag,stage2_kwargs.freeze_gamma_threshold,stage2_kwargs.gamma_increment,stage2_kwargs.gamma_schedule,stage2_kwargs.learning_rate,stage2_kwargs.n_epochs,stage2_kwargs.n_epochs_check,stage2_kwargs.threshold,num_modules,constraint_mode,hid_dim,lr_init,nonlin,num_layers,num_vars,reg_coeff,alpha,dag,epoch_loss,gamma,is_prescreen,l1,l2,n_edges_pred,n_edges_pred_double_th,n_edges_pred_half_th,nll,precision,precision_double_th,precision_half_th,recall,recall_double_th,recall_half_th,score,score_double_th,score_half_th,shd_double_th,shd_half_th,validation_loss,Aug_lag/gamma,Aug_lag/mu,Monitor/checkup,Train/aug_lagrangian,Train/nll,Train/not_nll,Val/acyclic,Val/aug_lagrangian,Val/constraint_violation,Val/nll,Val/not_nll,Val/reg_value,fraction_edges_mask,h_val,inner_iter,lr,mu,recall_mask,trainer/global_step,Monitor/stationary,w_threshold
100,DCDFG,114.0,418.39971375465393,0,755.0,430,yolanda,20,DCDFG,finished,-,achille,,2023-10-05T06:29:10.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,20.0,0.1,,,,,,,,130.0,,,,0.2769230769230769,,,0.45,,,138.0,,,,,,10110.0205078125,90071992.0,379.0,0.3884739279747009,0.3698330521583557,0.0186408758163452,,0.4387831687927246,0.0,0.4201455712318421,0.0186375975608825,0.1863754987716674,,,,,,,47627.0,73.0,
101,DAGMA,52.0,14627.97732448578,0,,14638,yolanda,20,DAGMA,finished,-,achille,,2023-10-05T06:30:25.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,0.76,,,0.475,,,54.0,,,,,,,,,,,,,,,,,,,0.0001101506501441,35000.0,0.0002,0.0001,,,,
102,sortnregress,137.0,0.2410159111022949,4,,8,yolanda,30,Sortnregress,finished,-,achille,,2023-10-10T02:12:15.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,0.3103448275862069,,,0.3,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SDCI,45.0,616.5260908603668,4,3980.0,627,yolanda,30,SDCI,finished,-,achille,,2023-10-10T02:12:03.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.8596411794424057,7.374060407280922,9.504752376188094,0.0,0.2697305446490645,6.154973194003105,149.0,143.0,151.0,-7.221319675445557,0.7449664429530202,0.7902097902097902,0.7549668874172185,0.925,0.9416666666666668,0.95,47.0,37.0,43.0,35.0,41.0,-56.010986328125,,,,,,,,,,,,,0.3033333333333333,,,,,1.0,,,
104,NOTEARS,114.0,450.1059064865112,4,,459,yolanda,30,NOTEARS,finished,-,achille,,2023-10-10T02:14:28.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,0.4090909090909091,,,0.15,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
105,NOBEARS,113.0,63.00100326538086,4,,72,yolanda,30,NOBEARS,finished,-,achille,,2023-10-10T02:14:10.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0.5714285714285714,,,0.0666666666666666,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793170928955078
106,DCDI,53.0,1038.4493691921234,4,1870.0,1047,yolanda,30,DCDI,finished,-,achille,,2023-10-10T02:12:45.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,30.0,0.1,,,,,,,,161.0,,,,0.6894409937888198,,,0.925,,,59.0,,,,,,10120261009408.0,2.596148413489397e+25,937.0,-0.1231232732534408,-0.146499291062355,0.0233760178089141,1.0,-0.0525857172906398,5.356209136193424e-16,-0.0758439302444458,0.0232582129538059,0.1783385872840881,,,,,,,117872.0,192.0,
107,DCDFG,244.0,350.8072991371155,4,574.0,359,yolanda,30,DCDFG,finished,-,achille,,2023-10-10T02:12:49.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,30.0,0.1,,,,,,,,271.0,,,,0.2398523985239852,,,0.5416666666666666,,,261.0,,,,,,394.7049865722656,43980.46484375,289.0,0.4785740971565246,0.4581242501735687,0.0204498469829559,,0.476046085357666,0.0,0.4555924534797669,0.0204536318778991,0.204536572098732,,,,,,,36224.0,59.0,
108,sortnregress,130.0,0.53952956199646,3,,10,yolanda,30,Sortnregress,finished,-,achille,,2023-10-10T02:09:12.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,0.2948717948717949,,,0.1916666666666666,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,SDCI,43.0,611.4453074932098,3,3980.0,620,yolanda,30,SDCI,finished,-,achille,,2023-10-10T02:09:12.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.1576977521181109,9.805123895406725,9.504752376188094,0.0,0.227797586005181,6.23516757786274,152.0,147.0,160.0,-7.661471635103226,0.743421052631579,0.7482993197278912,0.70625,0.9416666666666668,0.9166666666666666,0.9416666666666668,46.0,47.0,54.0,44.0,51.0,-54.8642463684082,,,,,,,,,,,,,0.3255555555555555,,,,,0.9833333333333332,,,
110,NOTEARS,113.0,213.3943293094635,3,,223,yolanda,30,NOTEARS,finished,-,achille,,2023-10-10T02:10:58.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,0.4473684210526316,,,0.1416666666666666,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
111,NOBEARS,119.0,46.29877424240112,3,,56,yolanda,30,NOBEARS,finished,-,achille,,2023-10-10T02:10:58.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0.4285714285714285,,,0.025,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0908756256103515
112,DCDI,69.0,1102.2536838054657,3,1843.0,1111,yolanda,30,DCDI,finished,-,achille,,2023-10-10T02:09:17.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,30.0,0.1,,,,,,,,155.0,,,,0.6258064516129033,,,0.8083333333333333,,,81.0,,,,,,3346597937152.0,3.2451855168617464e+24,923.0,0.0637815073132515,0.0441226102411747,0.0196588970720767,1.0,0.0899706929922103,6.622487922833939e-16,0.0703567862510681,0.0196139067411422,0.1739691644906997,,,,,,,116171.0,189.0,
113,DCDFG,300.0,358.5137541294098,3,610.0,367,yolanda,30,DCDFG,finished,-,achille,,2023-10-10T02:09:43.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,30.0,0.1,,,,,,,,345.0,,,,0.1768115942028985,,,0.5083333333333333,,,343.0,,,,,,8604.7900390625,90071992.0,307.0,0.5070843696594238,0.4868985414505005,0.0201858282089233,,0.4855913519859314,0.0,0.4654006063938141,0.0201907455921173,0.2019076347351074,,,,,,,38492.0,73.0,
114,sortnregress,140.0,0.537722110748291,2,,14,yolanda,30,Sortnregress,finished,-,achille,,2023-10-05T07:34:55.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,0.2702702702702703,,,0.1666666666666666,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,SDCI-warm-nomask,167.0,619.6638808250427,2,3980.0,627,yolanda,30,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:14:29.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.1378498449921608,6.149246037006378,9.504752376188094,0.0,0.2644369127228856,6.113948374986649,261.0,238.0,283.0,-11.044120103120804,0.3984674329501915,0.4369747899159664,0.3710247349823322,0.8666666666666667,0.8666666666666667,0.875,173.0,150.0,193.0,145.0,186.0,-85.8079481124878,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
116,SDCI-warm,64.0,664.6531510353088,2,3980.0,674,yolanda,30,SDCI-warm,finished,-,achille,,2023-10-11T14:14:12.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9983183294534684,4.536928474903107,9.504752376188094,0.0,0.2594805434346199,6.374392777681351,177.0,169.0,181.0,-11.585713148117064,0.6497175141242938,0.6745562130177515,0.6353591160220995,0.9583333333333334,0.95,0.9583333333333334,67.0,61.0,71.0,60.0,68.0,-91.70325756072998,,,,,,,,,,,,,0.3533333333333333,,,,,0.9916666666666668,,,
117,SDCI-no-s1-2,100.0,317.8493549823761,2,1981.0,326,yolanda,30,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:32.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,0.8502919636666775,0.3550233542919159,9.504752376188094,0.0,2.5861733108758926,0.6394506022334099,187.0,158.0,231.0,-10.952414959669111,0.5347593582887701,0.6012658227848101,0.4415584415584415,0.8333333333333334,0.7916666666666666,0.85,107.0,88.0,147.0,82.0,139.0,-86.35305976867676,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
118,SDCI-no-s1,170.0,313.34062099456787,2,1981.0,323,yolanda,30,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.144345425069332,6.199651136994362,9.504752376188094,0.0,0.2678492404520511,6.103583261370659,264.0,238.0,282.0,-11.048501044511797,0.3939393939393939,0.4369747899159664,0.375886524822695,0.8666666666666667,0.8666666666666667,0.8833333333333333,176.0,150.0,190.0,145.0,183.0,-85.71483325958252,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
120,SDCI,65.0,891.713036775589,2,3980.0,904,yolanda,30,SDCI,finished,-,achille,,2023-10-05T07:24:50.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9979875441640615,4.522956997156143,9.504752376188094,0.0,0.2618512976914644,6.403234481811523,178.0,170.0,181.0,-11.62775307893753,0.6460674157303371,0.6705882352941176,0.6353591160220995,0.9583333333333334,0.95,0.9583333333333334,68.0,62.0,71.0,60.0,68.0,-92.11279487609865,,,,,,,,,,,,,0.3533333333333333,,,,,0.9916666666666668,,,
121,NOTEARS,117.0,1989.4005780220032,2,,2002,yolanda,30,NOTEARS,finished,-,achille,,2023-10-05T07:49:36.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,0.3684210526315789,,,0.1166666666666666,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
122,NOBEARS,118.0,193.57437133789065,2,,206,yolanda,30,NOBEARS,finished,-,achille,,2023-10-05T07:45:29.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,0.3333333333333333,,,0.0333333333333333,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0581264495849609
123,DCDI,50.0,2261.3560342788696,2,2041.0,2272,yolanda,30,DCDI,finished,-,achille,,2023-10-05T07:35:39.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,30.0,0.1,,,,,,,,147.0,,,,0.7210884353741497,,,0.8833333333333333,,,55.0,,,,,,8027108278272.0,6.490371033723493e+24,1022.0,-0.0894645676016807,-0.1058665215969085,0.0164019539952278,1.0,-0.0375317670404911,1.1643935278417029e-17,-0.0539303198456764,0.0163985528051853,0.1630508750677108,,,,,,,128645.0,193.0,
124,DCDFG,290.0,888.8493711948395,2,774.0,902,yolanda,30,DCDFG,finished,-,achille,,2023-10-05T07:40:28.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,30.0,0.1,,,,,,,,312.0,,,,0.1826923076923076,,,0.475,,,318.0,,,,,,411.88134765625,1407374.875,389.0,0.4011602699756622,0.378484845161438,0.0226754248142242,,0.3867461085319519,0.0,0.3640687167644501,0.0226773917675018,0.2267740815877914,,,,,,,48824.0,67.0,
125,DAGMA,,,2,,21585,yolanda,30,DAGMA,crashed,-,achille,,2023-10-05T07:56:06.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563274726414755,,,,,,,,,,,,,,,,,,,0.0379763659606058,46000.0,0.0002,0.01,,,,
126,sortnregress,136.0,0.5305604934692383,1,,13,yolanda,30,Sortnregress,finished,-,achille,,2023-10-05T06:59:47.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,0.2674418604651162,,,0.1916666666666666,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,
127,SDCI-warm-nomask,148.0,540.5921952724457,1,3421.0,551,yolanda,30,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:14:12.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9573579244315624,11.298763185739515,9.504752376188094,0.0,0.2464256705716252,5.226701945066452,241.0,203.0,263.0,-3.273814283311367,0.4232365145228216,0.4876847290640394,0.3992395437262357,0.85,0.825,0.875,157.0,125.0,173.0,117.0,164.0,-23.28212189674377,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
128,SDCI-warm,53.0,516.5673463344574,1,3421.0,527,yolanda,30,SDCI-warm,finished,-,achille,,2023-10-11T14:14:12.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9135486502200364,10.435048997402191,9.504752376188094,0.0,0.2351491251029074,5.589362189173698,149.0,142.0,153.0,-4.072515934705734,0.7046979865771812,0.7394366197183099,0.6993464052287581,0.875,0.875,0.8916666666666667,59.0,52.0,59.0,47.0,54.0,-31.118536710739136,,,,,,,,,,,,,0.3322222222222222,,,,,0.9666666666666668,,,
129,SDCI-no-s1-2,93.0,343.38160705566406,1,1981.0,352,yolanda,30,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:31.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,0.7580501474440098,7.078408092260361,9.504752376188094,0.0,1.892600428313017,0.6112086065113544,151.0,117.0,191.0,-2.630479708313942,0.5629139072847682,0.6752136752136753,0.4764397905759162,0.7083333333333334,0.6583333333333333,0.7583333333333333,101.0,79.0,129.0,75.0,119.0,-18.775260090827945,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
130,SDCI-no-s1,148.0,339.9394841194153,1,1981.0,349,yolanda,30,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9827921204268932,11.328450083732603,9.504752376188094,0.0,0.2404970740899443,5.289176598191261,239.0,202.0,271.0,-3.542419083416462,0.4225941422594142,0.4851485148514851,0.3911439114391144,0.8416666666666667,0.8166666666666667,0.8833333333333333,157.0,126.0,179.0,119.0,170.0,-24.94256711006165,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
132,SDCI,51.0,1195.4233083724976,1,3421.0,1207,yolanda,30,SDCI,finished,-,achille,,2023-10-05T06:53:06.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9283848218619823,10.480138450860975,9.504752376188094,0.0,0.2463190713897347,5.665623545646668,150.0,143.0,154.0,-4.255871891975403,0.7133333333333334,0.7342657342657343,0.6948051948051948,0.8916666666666667,0.875,0.8916666666666667,56.0,53.0,60.0,48.0,55.0,-32.588321924209595,,,,,,,,,,,,,0.3322222222222222,,,,,0.9666666666666668,,,
133,NOTEARS,121.0,2491.257255554199,1,,2503,yolanda,30,NOTEARS,finished,-,achille,,2023-10-05T07:13:49.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,0.3714285714285714,,,0.1083333333333333,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
134,NOBEARS,111.0,139.56686329841614,1,,153,yolanda,30,NOBEARS,finished,-,achille,,2023-10-05T07:12:22.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,0.4642857142857143,,,0.1083333333333333,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0534343719482421
135,DCDI,65.0,2018.211169242859,1,1945.0,2030,yolanda,30,DCDI,finished,-,achille,,2023-10-05T07:00:30.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,30.0,0.1,,,,,,,,163.0,,,,0.6319018404907976,,,0.8583333333333333,,,77.0,,,,,,3166820106240.0,3.2451855168617464e+24,974.0,0.109539158642292,0.0894713401794433,0.0200678184628486,1.0,0.1646953672170639,5.720081784839665e-16,0.1447038352489471,0.0199915319681167,0.1817955076694488,,,,,,,122597.0,204.0,
136,DCDFG,210.0,660.4933369159698,1,592.0,673,yolanda,30,DCDFG,finished,-,achille,,2023-10-05T07:00:31.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,30.0,0.1,,,,,,,,226.0,,,,0.2566371681415929,,,0.4833333333333333,,,230.0,,,,,,544.8931274414062,45035996.0,298.0,0.4988122880458832,0.4773545265197754,0.0214577615261077,,0.5195857286453247,0.0,0.4981270730495453,0.0214586555957794,0.2145861685276031,,,,,,,37358.0,72.0,
137,DAGMA,,,1,,21556,yolanda,30,DAGMA,crashed,-,achille,,2023-10-05T07:15:31.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1499658595095805,,,,,,,,,,,,,,,,,,,0.0378060102151371,44000.0,0.0002,0.01,,,,
138,sortnregress,144.0,0.3331255912780761,0,,11,yolanda,30,Sortnregress,finished,-,achille,,2023-10-05T06:47:28.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,0.253012048192771,,,0.175,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,SDCI-warm-nomask,153.0,544.1800491809845,0,3601.0,553,yolanda,30,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:13:41.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.2810267098248005,7.907249107956886,9.504752376188094,0.0,0.2414990807883441,5.9959966391325,251.0,221.0,277.0,-10.50608804821968,0.4223107569721116,0.4660633484162896,0.3971119133574007,0.8833333333333333,0.8583333333333333,0.9166666666666666,159.0,135.0,177.0,132.0,170.0,-81.44491195678711,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
140,SDCI-warm,48.0,546.3416957855225,0,3601.0,556,yolanda,30,SDCI-warm,finished,-,achille,,2023-10-11T14:07:10.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.1112791560590267,6.664674833416939,9.504752376188094,0.0,0.2236736286431551,6.031521484255791,157.0,150.0,165.0,-10.152953147888184,0.7261146496815286,0.7533333333333333,0.703030303030303,0.95,0.9416666666666668,0.9666666666666668,49.0,44.0,53.0,44.0,52.0,-79.61716938018799,,,,,,,,,,,,,0.3544444444444444,,,,,0.9916666666666668,,,
141,SDCI-no-s1-2,92.0,321.9951226711273,0,1981.0,331,yolanda,30,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:31.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,1.022817026823759,2.0589284896850586,9.504752376188094,0.0,2.413904830813408,0.628454864025116,172.0,140.0,224.0,-10.70505365729332,0.5755813953488372,0.6428571428571429,0.4598214285714285,0.825,0.75,0.8583333333333333,94.0,80.0,138.0,79.0,132.0,-84.51348876953125,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
142,SDCI-no-s1,148.0,322.4329781532288,0,1981.0,333,yolanda,30,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.2020529508590698,7.205509856343269,9.504752376188094,0.0,0.234292397275567,5.779207557439804,251.0,221.0,274.0,-10.233205288648604,0.4422310756972111,0.4932126696832579,0.4087591240875912,0.925,0.9083333333333332,0.9333333333333332,149.0,123.0,170.0,122.0,167.0,-80.02644062042236,,,,,,,,,,,,,0.9666666666666668,,,,,1.0,,,
144,SDCI,47.0,819.5744481086731,0,3601.0,830,yolanda,30,SDCI,finished,-,achille,,2023-10-05T06:45:21.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.12599990144372,6.776095539331436,9.504752376188094,0.0,0.2306119981221854,6.068676292896271,158.0,147.0,165.0,-10.225542694330215,0.7278481012658228,0.7619047619047619,0.703030303030303,0.9583333333333334,0.9333333333333332,0.9666666666666668,48.0,43.0,53.0,43.0,52.0,-80.71167945861816,,,,,,,,,,,,,0.3544444444444444,,,,,0.9916666666666668,,,
145,NOTEARS,115.0,3110.160004377365,0,,3121,yolanda,30,NOTEARS,finished,-,achille,,2023-10-05T06:52:52.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,0.4571428571428571,,,0.1333333333333333,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
146,NOBEARS,115.0,118.18359780311584,0,,130,yolanda,30,NOBEARS,finished,-,achille,,2023-10-05T06:50:12.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0.6,,,0.05,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.079050064086914
147,DCDI,55.0,2153.077967405319,0,1996.0,2164,yolanda,30,DCDI,finished,-,achille,,2023-10-05T06:48:08.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,30.0,0.1,,,,,,,,143.0,,,,0.7132867132867133,,,0.85,,,59.0,,,,,,17224444149760.0,5.192296826978794e+25,1000.0,-0.0685732513666153,-0.0889846608042717,0.0204114094376564,1.0,-0.0268478393554687,2.581072179428404e-16,-0.0471673235297203,0.0203194841742515,0.158720001578331,,,,,,,125810.0,203.0,
148,DCDFG,212.0,670.0390682220459,0,722.0,680,yolanda,30,DCDFG,finished,-,achille,,2023-10-05T06:48:46.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,30.0,0.1,,,,,,,,206.0,,,,0.2281553398058252,,,0.3916666666666666,,,232.0,,,,,,1017.3241577148438,703687.4375,363.0,0.4795527756214142,0.4612951874732971,0.018257588148117,,0.4947470128536224,0.0,0.4764834344387054,0.0182635784149169,0.1826359033584594,,,,,,,45548.0,66.0,
149,DAGMA,,,0,,21582,yolanda,30,DAGMA,crashed,-,achille,,2023-10-05T06:52:52.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0805230260795706,,,,,,,,,,,,,,,,,,,0.0250567681640697,45000.0,0.0002,0.01,,,,
150,sortnregress,194.0,0.7710180282592773,4,,11,yolanda,40,Sortnregress,finished,-,achille,,2023-10-10T02:19:14.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,0.2619047619047619,,,0.20625,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
