,Name,shd,train_time,seed,epoch,Runtime,Hostname,d,model,State,Notes,User,Tags,Created,Sweep,adapt_to_n,batch_size,model_kwargs.dim_hidden,model_kwargs.num_layers,model_kwargs.power_iteration_n_steps,n,number_of_samples,p,s,stage1_kwargs.alpha,stage1_kwargs.batch_size,stage1_kwargs.beta,stage1_kwargs.gamma_increment,stage1_kwargs.learning_rate,stage1_kwargs.mask_threshold,stage1_kwargs.n_epochs,stage1_kwargs.n_epochs_check,stage2_kwargs.alpha,stage2_kwargs.batch_size,stage2_kwargs.beta,stage2_kwargs.dag_penalty_flavor,stage2_kwargs.freeze_gamma_at_dag,stage2_kwargs.freeze_gamma_threshold,stage2_kwargs.gamma_increment,stage2_kwargs.gamma_schedule,stage2_kwargs.learning_rate,stage2_kwargs.n_epochs,stage2_kwargs.n_epochs_check,stage2_kwargs.threshold,num_modules,constraint_mode,hid_dim,lr_init,nonlin,num_layers,num_vars,reg_coeff,alpha,dag,epoch_loss,gamma,is_prescreen,l1,l2,n_edges_pred,n_edges_pred_double_th,n_edges_pred_half_th,nll,precision,precision_double_th,precision_half_th,recall,recall_double_th,recall_half_th,score,score_double_th,score_half_th,shd_double_th,shd_half_th,validation_loss,Aug_lag/gamma,Aug_lag/mu,Monitor/checkup,Train/aug_lagrangian,Train/nll,Train/not_nll,Val/acyclic,Val/aug_lagrangian,Val/constraint_violation,Val/nll,Val/not_nll,Val/reg_value,fraction_edges_mask,h_val,inner_iter,lr,mu,recall_mask,trainer/global_step,Monitor/stationary,w_threshold
201,SDCI-no-s1,420.0,443.0570318698883,2,1981.0,451,yolanda,50,SDCI,finished,-,achille,,2023-10-07T21:33:01.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.6948934271931648,10.700829565525057,9.504752376188094,0.0,0.5155796092003584,9.024113059043884,598.0,477.0,690.0,-14.948404997587204,0.3110367892976589,0.3857442348008386,0.2710144927536232,0.93,0.92,0.935,426.0,309.0,516.0,303.0,508.0,-112.25242900848389,,,,,,,,,,,,,0.98,,,,,1.0,,,
202,SDCI-GPU,75.0,645.3659660816193,2,3980.0,654,yolanda,50,SDCI-GPU,finished,-,achille,,2023-10-10T04:02:24.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.291131068021059,8.395684361457825,9.504752376188094,0.0,0.4486042391508817,9.586170971393583,254.0,249.0,268.0,-13.91097167134285,0.7362204724409449,0.751004016064257,0.7014925373134329,0.935,0.935,0.94,80.0,75.0,92.0,70.0,87.0,-104.98772430419922,,,,,,,,,,,,,0.1604,,,,,0.975,,,
204,SDCI,72.0,1297.5923709869385,2,3980.0,1310,yolanda,50,SDCI,finished,-,achille,,2023-10-05T11:17:01.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.2873135581612587,8.392856448888779,9.504752376188094,0.0,0.4488333007320761,9.574977695941923,251.0,247.0,265.0,-13.86655080318451,0.7450199203187251,0.757085020242915,0.7094339622641509,0.935,0.935,0.94,77.0,73.0,89.0,68.0,84.0,-104.9200792312622,,,,,,,,,,,,,0.16,,,,,0.975,,,
205,NOTEARS,190.0,6492.798681735992,2,,6504,yolanda,50,NOTEARS,finished,-,achille,,2023-10-05T11:46:48.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,0.4354838709677419,,,0.135,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
206,NOBEARS,194.0,226.155778169632,2,,238,yolanda,50,NOBEARS,finished,-,achille,,2023-10-05T11:42:17.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0.6,,,0.03,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0874233245849609
207,DCDI,,,2,1858.0,3437,yolanda,50,DCDI,failed,-,achille,,2023-10-05T11:40:07.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,50.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,4.053270890763675e+19,inf,931.0,0.6352353096008301,-0.491202175617218,1.126437425613403,0.0,0.7092898488044739,2.4141754084674548e-20,-0.4165233969688415,1.1258132457733154,0.1418917328119278,,,,,,,117116.0,319.0,
208,DCDFG,861.0,694.6018817424774,2,666.0,708,yolanda,50,DCDFG,finished,-,achille,,2023-10-05T11:42:17.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,50.0,0.1,,,,,,,,943.0,,,,0.136797454931071,,,0.645,,,885.0,,,,,,63769.74609375,180143984.0,335.0,0.5840886831283569,0.5588283538818359,0.0252603292465209,,0.6078035831451416,0.0,0.5825433731079102,0.0252602100372314,0.2526008784770965,,,,,,,42020.0,81.0,
209,DAGMA,,,2,,8747,yolanda,50,DAGMA,failed,-,achille,,2023-10-05T11:54:35.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.863656410739695,,,,,,,,,,,,,,,,,,,8.332275447103338,28000.0,0.0002,0.1,,,,
210,sortnregress,234.0,2.655749559402466,1,,16,yolanda,50,Sortnregress,finished,-,achille,,2023-10-05T10:47:03.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,0.2781456953642384,,,0.21,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,
211,SDCI-warm-nomask,431.0,640.2658162117004,1,3741.0,647,yolanda,50,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:23:26.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.375207219272852,15.369072705507278,9.504752376188094,0.0,0.5167381316423416,8.443391233682632,603.0,470.0,691.0,-6.66206057369709,0.3067993366500829,0.3914893617021276,0.2735166425470333,0.925,0.92,0.945,433.0,302.0,513.0,301.0,510.0,-47.13049793243408,,,,,,,,,,,,,0.98,,,,,1.0,,,
212,SDCI-warm,52.0,637.5420067310333,1,3741.0,647,yolanda,50,SDCI-warm,finished,-,achille,,2023-10-11T14:23:20.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9649121556431056,12.204108953475952,9.504752376188094,0.0,0.4731784015893936,9.26064184308052,240.0,233.0,240.0,-6.700962200760841,0.8083333333333333,0.8240343347639485,0.8041666666666667,0.97,0.96,0.965,52.0,49.0,54.0,48.0,53.0,-52.21706247329712,,,,,,,,,,,,,0.1568,,,,,0.975,,,
213,SDCI-no-s1,420.0,410.1963024139404,1,1981.0,419,yolanda,50,SDCI,finished,-,achille,,2023-10-07T21:33:01.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.3709916546940804,15.434630811214449,9.504752376188094,0.0,0.5147616490721703,8.405030578374863,594.0,471.0,696.0,-6.516097322106361,0.3131313131313131,0.3949044585987261,0.2701149425287356,0.93,0.93,0.94,422.0,299.0,520.0,298.0,517.0,-46.324265480041504,,,,,,,,,,,,,0.98,,,,,1.0,,,
214,SDCI-GPU,53.0,597.6664311885834,1,3741.0,607,yolanda,50,SDCI-GPU,finished,-,achille,,2023-10-10T03:55:06.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.966185761615634,12.155366629362106,9.504752376188094,0.0,0.4843425918370486,9.453499287366869,239.0,236.0,242.0,-6.965831398963928,0.8075313807531381,0.8177966101694916,0.7975206611570248,0.965,0.965,0.965,53.0,50.0,56.0,50.0,56.0,-53.56446409225464,,,,,,,,,,,,,0.1584,,,,,0.975,,,
216,SDCI,52.0,833.3241012096405,1,3741.0,844,yolanda,50,SDCI,finished,-,achille,,2023-10-05T10:39:15.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9606729242950678,12.086629331111908,9.504752376188094,0.0,0.4827279690653085,9.442528933286669,238.0,233.0,240.0,-6.969585716724396,0.8109243697478992,0.8283261802575107,0.8041666666666667,0.965,0.965,0.965,52.0,47.0,54.0,47.0,54.0,-53.36608028411865,,,,,,,,,,,,,0.1568,,,,,0.975,,,
217,NOTEARS,190.0,2272.056458234787,1,,2283,yolanda,50,NOTEARS,finished,-,achille,,2023-10-05T11:03:45.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,0.421875,,,0.135,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
218,NOBEARS,197.0,149.23109769821167,1,,161,yolanda,50,NOBEARS,finished,-,achille,,2023-10-05T11:00:35.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,0.25,,,0.025,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0785541534423828
219,DCDI,,,1,1836.0,6369,yolanda,50,DCDI,failed,-,achille,,2023-10-05T10:47:50.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,50.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,3.3861050471175684e+19,inf,920.0,0.3740078806877136,-0.2542908787727356,0.6282987594604492,0.0,0.4138941466808319,1.629289897727456e-20,-0.2135129123926162,0.6274070739746094,0.150922417640686,,,,,,,115730.0,318.0,
220,DCDFG,846.0,555.947762966156,1,563.0,568,yolanda,50,DCDFG,finished,-,achille,,2023-10-05T10:53:50.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,50.0,0.1,,,,,,,,938.0,,,,0.138592750533049,,,0.65,,,878.0,,,,,,4223.1123046875,5629499.5,283.0,0.6299351453781128,0.6092870831489563,0.0206480622291564,,0.6400079131126404,0.0,0.619360089302063,0.0206478238105773,0.2064776718616485,,,,,,,35531.0,72.0,
221,DAGMA,,,1,,11815,yolanda,50,DAGMA,failed,-,achille,,2023-10-05T11:03:45.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.513916277301592,,,,,,,,,,,,,,,,,,,7.326577277497471,42000.0,0.0002,0.1,,,,
222,sortnregress,216.0,1.281522274017334,0,,13,yolanda,50,Sortnregress,finished,-,achille,,2023-10-05T09:51:34.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,0.3380281690140845,,,0.24,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,
223,SDCI-warm-nomask,436.0,575.3489656448364,0,3341.0,585,yolanda,50,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:23:20.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.4665867947041988,1.3053380250930786,9.504752376188094,0.0,0.522774875164032,8.40857481956482,597.0,489.0,685.0,-21.565555810928345,0.2998324958123953,0.3660531697341513,0.2671532846715328,0.895,0.895,0.915,439.0,331.0,519.0,329.0,512.0,-165.56924057006836,,,,,,,,,,,,,0.98,,,,,1.0,,,
224,SDCI-warm,80.0,604.0125322341919,0,3341.0,611,yolanda,50,SDCI-warm,finished,-,achille,,2023-10-11T14:16:52.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.1806572899222374,-1.298556923866272,9.504752376188094,0.0,0.4604929275810718,9.528201788663864,256.0,249.0,263.0,-22.509106636047363,0.73046875,0.7429718875502008,0.714828897338403,0.935,0.925,0.94,82.0,79.0,87.0,77.0,85.0,-175.43375205993652,,,,,,,,,,,,,0.16,,,,,0.97,,,
225,SDCI-no-s1,427.0,383.6706812381744,0,1981.0,392,yolanda,50,SDCI,finished,-,achille,,2023-10-07T21:32:56.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.5106226243078709,1.277617484331131,9.504752376188094,0.0,0.5195960011333227,8.717744618654251,590.0,489.0,681.0,-22.31781667470932,0.3050847457627119,0.3660531697341513,0.2687224669603524,0.9,0.895,0.915,430.0,331.0,515.0,329.0,508.0,-171.67940521240234,,,,,,,,,,,,,0.98,,,,,1.0,,,
226,SDCI-GPU,77.0,574.1011657714844,0,3341.0,587,yolanda,50,SDCI-GPU,finished,-,achille,,2023-10-10T03:52:05.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.189124133437872,-0.8830808103084564,9.504752376188094,0.0,0.4760957108810544,9.496910691261292,254.0,246.0,261.0,-22.158417224884037,0.7401574803149606,0.7560975609756098,0.7241379310344828,0.94,0.93,0.945,78.0,74.0,83.0,73.0,82.0,-172.35395431518555,,,,,,,,,,,,,0.1588,,,,,0.97,,,
228,SDCI,78.0,1266.2815566062927,0,3341.0,1282,yolanda,50,SDCI,finished,-,achille,,2023-10-05T09:41:04.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.1913332901895046,-0.8677248954772949,9.504752376188094,0.0,0.4769540829584002,9.473528176546097,255.0,248.0,264.0,-22.141534864902496,0.7372549019607844,0.75,0.7159090909090909,0.94,0.93,0.945,79.0,76.0,86.0,75.0,85.0,-172.11511039733887,,,,,,,,,,,,,0.16,,,,,0.97,,,
229,NOTEARS,193.0,4425.458703279495,0,,4438,yolanda,50,NOTEARS,finished,-,achille,,2023-10-05T10:27:55.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,0.4655172413793103,,,0.135,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
230,NOBEARS,196.0,269.9551491737366,0,,283,yolanda,50,NOBEARS,finished,-,achille,,2023-10-05T10:22:38.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0.5,,,0.025,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842571258544921
231,DCDI,,,0,1730.0,2793,yolanda,50,DCDI,failed,-,achille,,2023-10-05T09:52:13.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,50.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,3.1912878594477523e+19,inf,867.0,0.3628396689891815,-0.5639700889587402,0.926809787750244,0.0,0.4520683288574219,2.434893697872494e-20,-0.4745481312274933,0.9266164302825928,0.1418405920267105,,,,,,,109052.0,314.0,
232,DCDFG,409.0,1130.949140071869,0,675.0,1143,yolanda,50,DCDFG,finished,-,achille,,2023-10-05T10:03:00.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,50.0,0.1,,,,,,,,349.0,,,,0.1862464183381088,,,0.325,,,419.0,,,,,,2115.18359375,5629499.5,339.0,0.4910335838794708,0.4689730107784271,0.0220605731010437,,0.5244990587234497,0.0,0.5024365186691284,0.0220625400543212,0.2206253707408905,,,,,,,42587.0,67.0,
233,DAGMA,,,0,,13532,yolanda,50,DAGMA,failed,-,achille,,2023-10-05T10:34:56.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.68921200795323,,,,,,,,,,,,,,,,,,,7.203720970341983,49000.0,0.0002,0.1,,,,
261,sortnregress,422.0,6.040038824081421,2,,17,yolanda,100,Sortnregress,finished,-,achille,,2023-10-05T14:34:10.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,0.3482142857142857,,,0.195,,,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
262,SDCI-no-s1,1080.0,913.8042397499084,2,1981.0,922,yolanda,100,SDCI,finished,-,achille,,2023-10-07T21:34:01.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,2.342132031917572,17.878195464611053,9.504752376188094,0.0,1.2255466766655445,16.178013145923615,1446.0,997.0,1947.0,-21.786748826503757,0.2614107883817427,0.3771313941825476,0.1956856702619414,0.945,0.94,0.9525,1090.0,645.0,1585.0,636.0,1572.0,-156.0307216644287,,,,,,,,,,,,,0.99,,,,,1.0,,,
263,SDCI-GPU,96.0,569.6136889457703,2,3681.0,581,yolanda,100,SDCI-GPU,finished,-,achille,,2023-10-10T04:16:22.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.4935066550970078,15.053631216287611,9.504752376188094,0.0,0.9902356248348952,17.62757784128189,464.0,452.0,474.0,-17.759592711925507,0.8189655172413793,0.838495575221239,0.8016877637130801,0.95,0.9475,0.95,104.0,94.0,114.0,86.0,105.0,-133.21208000183103,,,,,,,,,,,,,0.0627,,,,,0.975,,,
265,SDCI,101.0,1146.3921284675598,2,3681.0,1158,yolanda,100,SDCI,finished,-,achille,,2023-10-05T14:33:09.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.4881866984069347,14.972156286239624,9.504752376188094,0.0,0.9914047364145516,17.630064070224762,467.0,456.0,478.0,-17.794158399105072,0.8115631691648822,0.831140350877193,0.7949790794979079,0.9475,0.9475,0.95,109.0,98.0,118.0,90.0,109.0,-133.38532257080078,,,,,,,,,,,,,0.0631,,,,,0.975,,,
266,NOTEARS,335.0,5087.159695386887,2,,5099,yolanda,100,NOTEARS,finished,-,achille,,2023-10-05T14:39:03.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,0.6611570247933884,,,0.2,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
267,NOBEARS,393.0,263.6572015285492,2,,274,yolanda,100,NOBEARS,finished,-,achille,,2023-10-05T14:37:31.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,0.4117647058823529,,,0.0175,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1054668426513672
268,DCDI,,,2,,11,yolanda,100,DCDI,failed,-,achille,,2023-10-05T14:34:53.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,DCDFG,937.0,854.0487957000732,2,544.0,866,yolanda,100,DCDFG,finished,-,achille,,2023-10-05T14:35:31.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,100.0,0.1,,,,,,,,717.0,,,,0.1199442119944212,,,0.215,,,945.0,,,,,,1295.779052734375,2814749.75,274.0,0.8835437893867493,0.8651620745658875,0.0183817148208618,,0.9084876775741576,0.0,0.8901029825210571,0.0183846950531005,0.1838463246822357,,,,,,,34334.0,61.0,
270,DAGMA,,,2,,54,yolanda,100,DAGMA,failed,-,achille,,2023-10-05T14:42:33.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.540479248229676,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002,0.1,,,,
271,sortnregress,409.0,4.536905288696289,1,,15,yolanda,100,Sortnregress,finished,-,achille,,2023-10-05T14:24:26.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,,,,0.3497757847533632,,,0.195,,,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,
272,SDCI-no-s1,1043.0,729.7310476303101,1,1981.0,739,yolanda,100,SDCI,finished,-,achille,,2023-10-07T21:33:44.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,2.494374118745327,21.14714229106903,9.504752376188094,0.0,1.1669841669499874,16.02580487728119,1388.0,874.0,1944.0,-19.75405490398407,0.2636887608069164,0.4141876430205949,0.1882716049382716,0.915,0.905,0.915,1056.0,550.0,1612.0,542.0,1595.0,-139.15866661071777,,,,,,,,,,,,,0.99,,,,,1.0,,,
273,SDCI-GPU,77.0,612.4578623771667,1,3961.0,634,yolanda,100,SDCI-GPU,finished,-,achille,,2023-10-10T04:13:53.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.776122786104679,19.085086047649384,9.504752376188094,0.0,0.9336384125053884,17.257695078849792,435.0,421.0,443.0,-15.987854540348051,0.864367816091954,0.8883610451306413,0.8510158013544018,0.94,0.935,0.9425,83.0,73.0,89.0,68.0,83.0,-118.36115074157716,,,,,,,,,,,,,0.065,,,,,0.9625,,,
275,SDCI,83.0,1522.096612930298,1,3980.0,1533,yolanda,100,SDCI,finished,-,achille,,2023-10-05T14:22:48.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.7739292159676552,19.16935616731644,9.504752376188094,0.0,0.9443800114095212,17.402515530586243,437.0,426.0,447.0,-16.038296729326248,0.8558352402745996,0.8779342723004695,0.8411633109619687,0.935,0.935,0.94,89.0,78.0,95.0,73.0,89.0,-119.96930408477785,,,,,,,,,,,,,0.065,,,,,0.9625,,,
276,NOTEARS,320.0,11074.651231527328,1,,11085,yolanda,100,NOTEARS,finished,-,achille,,2023-10-05T14:27:46.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,0.7142857142857143,,,0.2375,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
277,NOBEARS,388.0,253.06447076797485,1,,264,yolanda,100,NOBEARS,finished,-,achille,,2023-10-05T14:27:46.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,0.56,,,0.035,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0991344451904296
278,DCDI,,,1,,11,yolanda,100,DCDI,failed,-,achille,,2023-10-05T14:25:07.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,DCDFG,2012.0,759.0374295711517,1,491.0,771,yolanda,100,DCDFG,finished,-,achille,,2023-10-05T14:25:44.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,100.0,0.1,,,,,,,,1949.0,,,,0.0815802975885069,,,0.3975,,,2031.0,,,,,,1023048.5,5764607488.0,247.0,0.9752005338668824,0.9572286009788512,0.017971932888031,,0.9941937923431396,0.0,0.9762173295021056,0.0179764628410339,0.1797637939453125,,,,,,,30995.0,77.0,
280,DAGMA,,,1,,267,yolanda,100,DAGMA,failed,-,achille,,2023-10-05T14:32:37.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54047929925641,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002,0.1,,,,
281,sortnregress,433.0,5.165972471237183,0,,16,yolanda,100,Sortnregress,finished,-,achille,,2023-10-05T14:21:03.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,0.3073593073593073,,,0.1775,,,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,
282,SDCI-no-s1,1094.0,663.9824016094208,0,1981.0,671,yolanda,100,SDCI,finished,-,achille,,2023-10-07T21:33:33.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,2.4823361188173294,9.09146299958229,9.504752376188094,0.0,1.2040973789989948,15.953547656536102,1463.0,969.0,2050.0,-31.660171508789062,0.2604237867395762,0.3859649122807017,0.1863414634146341,0.9525,0.935,0.955,1101.0,621.0,1686.0,617.0,1676.0,-235.7374496459961,,,,,,,,,,,,,0.99,,,,,1.0,,,
